dataset,model,selection_type,k,pr_auc_cv,pr_auc_test,pr_auc_diff,pr_auc_diff_percent,k_percent,pr_auc_test_percent
uci_heart_disease,dt,mutual_info,1,0.6461065398411531,0.738572295949345,-0.09246575610819197,-0.1251952674305749,4.0,91.3429894389697
uci_heart_disease,dt,shap,1,0.6461065398411531,0.738572295949345,-0.09246575610819197,-0.1251952674305749,4.0,91.3429894389697
uci_heart_disease,dt,relieff,1,0.470997360647489,0.4731603599161839,-0.0021629992686948984,-0.004571387317986769,4.0,58.518146423579516
uci_heart_disease,rf,mrmr,12,0.9821136123295048,0.9395496691027873,0.04256394322671753,0.04530249397816669,48.0,101.72168704370098
uci_heart_disease,rf,mutual_info,10,0.9553944040663414,0.9348474536964096,0.020546950369931705,0.021978933877060434,40.0,101.21259497575701
uci_heart_disease,rf,shap,8,0.9613658693599816,0.939730660517698,0.021635208842283538,0.023022776366969543,32.0,101.74128233777706
uci_heart_disease,rf,relieff,8,0.83259018340583,0.6691178962845735,0.1634722871212565,0.24431014030408224,32.0,72.44300485592822
uci_heart_disease,xgb,mrmr,10,0.9559882873499734,0.93871254903944,0.017275738310533417,0.018403651179704827,40.0,101.51908953017774
uci_heart_disease,xgb,mutual_info,10,0.9253208439234756,0.9475648083119887,-0.02224396438851317,-0.02347487390138414,40.0,102.47643616685987
uci_heart_disease,xgb,relieff,10,0.8338270762962632,0.8242805002357572,0.009546576060506018,0.011581707995974123,40.0,89.14358925641432
uci_heart_disease,xgb,shap,4,0.8757028105147049,0.9154035175503086,-0.03970070703560369,-0.04336962473319513,16.0,98.99828413876345
uci_heart_disease,svc,mrmr,10,0.9053436722770016,0.9670175275610056,-0.06167385528400393,-0.06377739133597364,40.0,100.3754285510508
uci_heart_disease,svc,mutual_info,11,0.9086572379992688,0.935964331813463,-0.02730709381419416,-0.029175357314402923,44.0,97.15213864967659
uci_heart_disease,svc,relieff,13,0.9024109433383652,0.937172611361438,-0.03476166802307279,-0.03709206564687613,52.0,97.27755682874864
uci_heart_disease,svc,shap,14,0.9165606305084808,0.9596097395072656,-0.04304910899878478,-0.044861058851788406,56.0,99.60650774111998
uci_indian_liver,logreg,mrmr,2,0.8619875596631914,0.9117689426195515,-0.04978138295636014,-0.054598682439583955,20.0,98.3768948609984
uci_indian_liver,logreg,mutual_info,5,0.8843227537487932,0.9316614585597378,-0.0473387048109446,-0.050811058433313155,50.0,100.52323244466955
uci_indian_liver,logreg,relieff,7,0.876481357080111,0.90182659088066,-0.025345233800548983,-0.02810433187138408,70.0,97.30414753876798
uci_indian_liver,logreg,shap,5,0.8914871950847711,0.9263052421823316,-0.03481804709756042,-0.037588092468882874,50.0,99.9453141686873
uci_indian_liver,dt,mrmr,1,0.8639609203182779,0.87289312617624,-0.008932205857962172,-0.010232874552570059,10.0,99.63081319609047
uci_indian_liver,dt,mutual_info,2,0.8968470353735828,0.8867984420424633,0.010048593331119515,0.011331315950415654,20.0,101.21794670184865
uci_indian_liver,dt,relieff,2,0.811453831000791,0.7981475211360729,0.013306309864718147,0.01667149181366637,20.0,91.09945329684652
uci_indian_liver,dt,shap,3,0.8978281574559259,0.8463067597232821,0.05152139773264386,0.060877922976167495,30.0,96.5962821289932
uci_indian_liver,rf,mrmr,7,0.9398278749928776,0.9152331653487688,0.024594709644108814,0.02687261626356873,70.0,99.88657643788183
uci_indian_liver,rf,mutual_info,4,0.9294563805564688,0.9188481106573952,0.010608269899073597,0.011545183339914415,40.0,100.28110378299972
uci_indian_liver,rf,relieff,3,0.877799761436006,0.810530086246231,0.067269675189775,0.08299466772580621,30.0,88.45950789401867
uci_indian_liver,rf,shap,5,0.9424482299994048,0.922928705289506,0.019519524709898817,0.021149547736491626,50.0,100.72645109236761
uci_indian_liver,xgb,mutual_info,4,0.9987520209496978,0.9070651331206416,0.09168688782905621,0.10108082041872693,40.0,102.06519108378609
uci_indian_liver,xgb,mrmr,7,0.9999999999999998,0.8804836580120048,0.11951634198799499,0.1357394210562003,70.0,99.07417838008085
uci_indian_liver,xgb,shap,3,0.9988226369480092,0.8808211227090885,0.11800151423892069,0.13396762543113241,30.0,99.11215073458354
uci_indian_liver,xgb,relieff,7,0.9999999999999998,0.8699927631010731,0.13000723689892668,0.14943484867106055,70.0,97.89371718206262
uci_indian_liver,svc,mrmr,6,0.8855363751018919,0.9196275648103136,-0.03409118970842173,-0.03707064795894143,60.0,101.19392044447133
uci_indian_liver,svc,mutual_info,6,0.8667949432859876,0.9039548738595512,-0.03715993057356359,-0.04110816994094463,60.0,99.46932985811873
uci_indian_liver,svc,relieff,5,0.8661620954667753,0.9093824175255116,-0.04322032205873638,-0.04752711425446478,50.0,100.06656556848522
uci_indian_liver,svc,shap,1,0.7658367111853746,0.7887323582980553,-0.022895647112680773,-0.02902841105959634,10.0,86.79048189911167
uci_mushroom,logreg,mrmr,12,0.9957837272053044,0.9958758535267008,-9.212632139643517e-05,-9.250783726725345e-05,12.0,99.58758535267009
uci_mushroom,logreg,mutual_info,6,0.9924357153193252,0.9929983334567803,-0.0005626181374551731,-0.0005665851779394357,6.0,99.29983334567804
uci_mushroom,logreg,relieff,5,0.676241037706687,0.6663244709434188,0.009916566763268131,0.014882489231151468,5.0,66.63244709434188
uci_mushroom,logreg,shap,8,0.9999381436239224,0.9998278014550775,0.00011034216884486803,0.00011036117287825359,8.0,99.98278014550776
uci_mushroom,dt,mrmr,7,0.9984374777610544,0.9982915824786918,0.00014589528236264027,0.00014614495897119752,7.0,99.83061814401353
uci_mushroom,dt,mutual_info,3,0.9834907740867382,0.981993324286289,0.001497449800449191,0.00152490833024505,3.0,98.20076849028972
uci_mushroom,dt,relieff,6,0.7108577549776862,0.6926181389724758,0.0182396160052104,0.026334303101373486,6.0,69.26282677822178
uci_mushroom,dt,shap,5,0.9852457274455548,0.9857611374030412,-0.0005154099574863347,-0.0005228548153604098,5.0,98.5775553119942
uci_mushroom,rf,mrmr,17,0.9999716107614798,0.9999934922842896,-2.1881522809796827e-05,-2.1881665209453282e-05,17.0,99.99934922842895
uci_mushroom,rf,mutual_info,17,1.0,1.0,0.0,0.0,17.0,100.0
uci_mushroom,rf,relieff,20,0.9510854495360976,0.9440645332013372,0.00702091633476043,0.007436902974156221,20.0,94.40645332013372
uci_mushroom,rf,shap,17,1.0,1.0,0.0,0.0,17.0,100.0
uci_mushroom,xgb,shap,2,0.8918936989080206,0.8953259781556979,-0.0034322792476773056,-0.0038335526181732544,2.0,89.53259781556979
uci_mushroom,xgb,mrmr,19,1.0,0.9999999999999998,2.220446049250313e-16,2.2204460492503136e-16,19.0,99.99999999999997
uci_mushroom,xgb,mutual_info,19,1.0,1.0,0.0,0.0,19.0,100.0
uci_mushroom,xgb,relieff,19,0.8663778449450094,0.8504556549649389,0.015922189980070445,0.018721952034908694,19.0,85.0455654964939
uci_mushroom,svc,mrmr,30,1.0,1.0,0.0,0.0,30.0,100.0
