dataset,model,selection_type,k,pr_auc,roc_auc,recall,precision,f1,time
kaggle_credit_card_fraud,logreg,mrmr_14,14,0.6453893719049898,0.9136607888018602,0.5054035087719297,0.8548019491484536,0.633514556082329,1336.665467262268
kaggle_credit_card_fraud,logreg,mrmr_5,5,0.6119554835139118,0.8147715333275121,0.37838596491228066,0.8065942536530771,0.5146642906355711,1336.665467262268
kaggle_credit_card_fraud,logreg,mrmr_15,15,0.6476395884448357,0.9148315360413071,0.5054035087719297,0.8548019491484536,0.633514556082329,1336.665467262268
kaggle_credit_card_fraud,logreg,mrmr_8,8,0.6213149378992876,0.8243142523579106,0.3890175438596491,0.810295562942622,0.525113251190442,1336.665467262268
kaggle_credit_card_fraud,logreg,mutual_info_4,4,0.7292838168227098,0.9572717550278371,0.5740000000000001,0.8663801973220577,0.6891527361121323,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_5,5,0.729679343604424,0.957195263708622,0.5766666666666665,0.867086079674999,0.6912860694454657,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_28,28,0.76519067079307,0.9805310601689307,0.6216491228070176,0.876001503812914,0.7253545985326397,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_10,10,0.748904166483059,0.9758936169085792,0.6031578947368421,0.8846085569655363,0.7163136197395001,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_14,14,0.75485081712507,0.9731394720528292,0.597859649122807,0.8730894442699532,0.7088803134359649,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_12,12,0.7477966405826764,0.9766443078400007,0.6031228070175438,0.8846382415666495,0.7161663922317212,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_21,21,0.7622166728392272,0.9771514624746931,0.6003859649122807,0.8744217891054472,0.7104231230890728,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_19,19,0.7610208559418976,0.9779658212847743,0.6030526315789475,0.8713077434871999,0.7113771125736681,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_15,15,0.7549711957006007,0.9731413703886137,0.597859649122807,0.8730894442699532,0.7088803134359649,55.42451858520508
kaggle_credit_card_fraud,logreg,mutual_info_3,3,0.7291972996513213,0.9536623452361871,0.5792982456140351,0.8673897829745005,0.6932170487661833,55.42451858520508
kaggle_credit_card_fraud,logreg,relieff_12,12,0.37020691511496595,0.7697919508695221,0.22508771929824561,0.8061559960507327,0.3510369502784316,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_19,19,0.7153220781786801,0.974552740889029,0.5766315789473684,0.8666955437689833,0.6909846854195416,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_10,10,0.02169604987043849,0.7225013728235958,0.002666666666666667,0.2,0.005263157894736842,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_14,14,0.613372790598393,0.8449965988284276,0.41014035087719297,0.8231733838436984,0.5466615103302409,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_3,3,0.019873093385717626,0.6976776604052077,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,logreg,mutual_info_8,8,0.7490606873920254,0.9759529904383693,0.6031578947368421,0.8846085569655363,0.7163136197395001,55.42451858520508
kaggle_credit_card_fraud,logreg,relieff_15,15,0.6138134131343831,0.8454795160590262,0.40487719298245617,0.8206752936985495,0.5411910195845209,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_21,21,0.7506229246647923,0.966777872056728,0.5925263157894737,0.8701915527381985,0.7033458800905242,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_28,28,0.7661452874052193,0.9810386678272482,0.6295438596491227,0.8710778230956207,0.729686096169449,2117.3949224948883
kaggle_credit_card_fraud,logreg,mutual_info_7,7,0.7365841155024647,0.9558833079522401,0.5819649122807018,0.8710799499503817,0.6963164973271437,55.42451858520508
kaggle_credit_card_fraud,logreg,sum_0.8,10,0.7534151063750855,0.9754352250168532,0.5952982456140351,0.8603606972542283,0.7026934014652343,2888.662332057953
kaggle_credit_card_fraud,logreg,sum_0.6,5,0.7370110892104258,0.9761936264216077,0.5767368421052632,0.7910078576530944,0.6654544369825446,2888.662332057953
kaggle_credit_card_fraud,logreg,relieff_8,8,0.018226818487738515,0.6871423981862596,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_5,5,0.020693688266501722,0.6937138674768661,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,logreg,relieff_7,7,0.020652180450500695,0.6846558825432083,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,logreg,sum_0.9,15,0.7636039461529551,0.9814153299956164,0.613719298245614,0.8797727476838297,0.7215003185931865,2888.662332057953
kaggle_credit_card_fraud,logreg,relieff_4,4,0.02028503305869054,0.692477193530105,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,logreg,sum_0.7,8,0.7524319231401173,0.9758154635669282,0.5926315789473684,0.862261669844856,0.7017387029798934,2888.662332057953
kaggle_credit_card_fraud,logreg,sum_0.95,19,0.7649010998501047,0.9800635997093783,0.6190175438596491,0.8812970268724986,0.726224562915538,2888.662332057953
kaggle_credit_card_fraud,logreg,sum_0.5,4,0.7273544596579276,0.9737722012806757,0.5846315789473685,0.7751436322133146,0.666269959175114,2888.662332057953
kaggle_credit_card_fraud,dt,max_0.01,10,0.8602444530657525,0.9612260988491904,0.7988421052631579,0.926682111589568,0.8573462261616974,3228.3580741882324
kaggle_credit_card_fraud,dt,full,30,0.8701749852753299,0.9596707604593888,0.7988070175438596,0.9260416854914009,0.8573097025090526,0.0
kaggle_credit_card_fraud,dt,max_0.05,6,0.8621227371688083,0.9631858717929542,0.8041052631578947,0.9242364253393666,0.8593043043043043,3228.3580741882324
kaggle_credit_card_fraud,dt,max_0.5,3,0.8535914735208359,0.9613000683218162,0.759122807017544,0.9408113312199518,0.8395321518519531,3228.3580741882324
kaggle_credit_card_fraud,dt,max_0.15,6,0.8621227371688083,0.9631858717929542,0.8041052631578947,0.9242364253393666,0.8593043043043043,3228.3580741882324
kaggle_credit_card_fraud,dt,mrmr_1,1,0.726042271953354,0.9517848283573098,0.5952631578947367,0.8630456255204294,0.7026388313621423,1336.665467262268
kaggle_credit_card_fraud,dt,max_0.25,5,0.8587633410382216,0.9631815548162003,0.7935438596491229,0.9207334388388487,0.8514925007698556,3228.3580741882324
kaggle_credit_card_fraud,dt,mrmr_10,10,0.8041935291766421,0.9482625616923619,0.7063157894736842,0.9048032568524371,0.7921208958675162,1336.665467262268
kaggle_credit_card_fraud,dt,mrmr_2,2,0.7512539516129999,0.95227884230653,0.6692982456140351,0.8722668223616991,0.755765248739529,1336.665467262268
kaggle_credit_card_fraud,dt,mrmr_5,5,0.7888490114318311,0.9545944268174903,0.7275789473684211,0.8764691865173088,0.7935658752749606,1336.665467262268
kaggle_credit_card_fraud,dt,max_0.1,6,0.8621227371688083,0.9631858717929542,0.8041052631578947,0.9242364253393666,0.8593043043043043,3228.3580741882324
kaggle_credit_card_fraud,dt,mrmr_3,3,0.7670209846988294,0.9548940248050288,0.6825614035087718,0.8687752360633716,0.7630018801218773,1336.665467262268
kaggle_credit_card_fraud,dt,mrmr_6,6,0.7924275383848504,0.9547421141076493,0.7169824561403508,0.8998275866290573,0.7961914834304341,1336.665467262268
kaggle_credit_card_fraud,dt,mutual_info_1,1,0.726042271953354,0.9517848283573098,0.5952631578947367,0.8630456255204294,0.7026388313621423,55.42451858520508
kaggle_credit_card_fraud,dt,mutual_info_2,2,0.8364465945314103,0.9677045818825981,0.748561403508772,0.8873976118278358,0.8116459728498391,55.42451858520508
kaggle_credit_card_fraud,dt,mutual_info_10,10,0.872063307461689,0.972827376765615,0.7935087719298245,0.9166271482361454,0.8487580341889533,55.42451858520508
kaggle_credit_card_fraud,dt,mutual_info_5,5,0.8587244354249683,0.963182272484495,0.7935438596491229,0.9209990450425029,0.8514658484579518,55.42451858520508
kaggle_credit_card_fraud,dt,relieff_1,1,0.02670683369336585,0.8424718434239953,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,dt,mutual_info_6,6,0.8622819520977056,0.9625251472808118,0.793578947368421,0.9210118886721486,0.8515290014992628,55.42451858520508
kaggle_credit_card_fraud,dt,sum_0.6,2,0.8357473562324801,0.9739868335668918,0.7724561403508773,0.8991768629955708,0.83030990983783,3228.3580741882324
kaggle_credit_card_fraud,dt,mutual_info_3,3,0.8536026168883211,0.9612999212229731,0.759122807017544,0.9408113312199518,0.8395321518519531,55.42451858520508
kaggle_credit_card_fraud,dt,sum_0.9,5,0.8587633410382216,0.9631815548162003,0.7935438596491229,0.9207334388388487,0.8514925007698556,3228.3580741882324
kaggle_credit_card_fraud,dt,relieff_6,6,0.36288541734825175,0.9064117687331468,0.1825964912280702,0.7780628040689961,0.29494455517006635,2117.3949224948883
kaggle_credit_card_fraud,dt,relieff_3,3,0.30021670896220776,0.9083859867473827,0.13764912280701752,0.8049206349206349,0.23409352423551208,2117.3949224948883
kaggle_credit_card_fraud,dt,sum_0.7,2,0.8357473562324801,0.9739868335668918,0.7724561403508773,0.8991768629955708,0.83030990983783,3228.3580741882324
kaggle_credit_card_fraud,dt,sum_0.8,3,0.8535914735208359,0.9613000683218162,0.759122807017544,0.9408113312199518,0.8395321518519531,3228.3580741882324
kaggle_credit_card_fraud,dt,relieff_5,5,0.3465501793163446,0.9057015273086602,0.1772280701754386,0.8028053645700706,0.28860854030083816,2117.3949224948883
kaggle_credit_card_fraud,dt,sum_0.5,1,0.7001800209525719,0.9764669458046757,0.5685964912280701,0.7782130124550974,0.6568804322292694,3228.3580741882324
kaggle_credit_card_fraud,dt,relieff_10,10,0.5003799242333967,0.9120242608258706,0.3411929824561404,0.7882405935347112,0.4753105591061262,2117.3949224948883
kaggle_credit_card_fraud,dt,sum_0.95,5,0.8587633410382216,0.9631815548162003,0.7935438596491229,0.9207334388388487,0.8514925007698556,3228.3580741882324
kaggle_credit_card_fraud,dt,relieff_2,2,0.1908723227495644,0.8910281251504708,0.09003508771929825,0.7732234432234433,0.15794534776642985,2117.3949224948883
kaggle_credit_card_fraud,rf,max_0.1,9,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,max_0.25,4,0.9999999999999998,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,mrmr_15,15,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,full,30,1.0,1.0,1.0,1.0,1.0,0.0
kaggle_credit_card_fraud,rf,max_0.5,1,1.0,1.0,0.9973684210526315,1.0,0.9986754966887418,127716.2098801136
kaggle_credit_card_fraud,rf,mrmr_1,1,1.0,1.0,0.9973333333333333,1.0,0.9986577181208054,1336.665467262268
kaggle_credit_card_fraud,rf,mrmr_10,10,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,max_0.05,15,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,max_0.15,7,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,max_0.01,30,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,mrmr_9,9,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mrmr_22,22,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mrmr_7,7,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mrmr_3,3,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mutual_info_10,10,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mrmr_17,17,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mrmr_30,30,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mutual_info_1,1,1.0,1.0,0.9973333333333333,1.0,0.9986577181208054,55.42451858520508
kaggle_credit_card_fraud,rf,mutual_info_15,15,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mrmr_4,4,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,rf,mutual_info_7,7,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mutual_info_9,9,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mutual_info_22,22,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,relieff_15,15,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,mutual_info_17,17,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mutual_info_4,4,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,relieff_1,1,0.3176086516956568,0.9750448194017238,0.15617543859649122,1.0,0.2692796794704294,2117.3949224948883
kaggle_credit_card_fraud,rf,relieff_10,10,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,mutual_info_30,30,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,mutual_info_3,3,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,rf,relieff_17,17,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,relieff_9,9,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,relieff_7,7,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,sum_0.6,4,0.9999999999999998,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,relieff_3,3,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,relieff_4,4,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,sum_0.7,7,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,relieff_30,30,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,sum_0.5,3,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,relieff_22,22,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,rf,sum_0.95,22,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,sum_0.8,10,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,rf,sum_0.9,17,1.0,1.0,1.0,1.0,1.0,127716.2098801136
kaggle_credit_card_fraud,xgb,full,30,1.0,1.0,1.0,1.0,1.0,0.0
kaggle_credit_card_fraud,xgb,max_0.5,2,0.6271750902805279,0.9944133021089252,0.5899298245614035,0.7522584013654499,0.6595865988390321,40105.31097435951
kaggle_credit_card_fraud,xgb,max_0.05,30,1.0,1.0,1.0,1.0,1.0,40105.31097435951
kaggle_credit_card_fraud,xgb,max_0.01,30,1.0,1.0,1.0,1.0,1.0,40105.31097435951
kaggle_credit_card_fraud,xgb,max_0.1,12,0.9996525698856269,0.9999994193338599,1.0,0.9871760817463683,0.9934973394043226,40105.31097435951
kaggle_credit_card_fraud,xgb,max_0.15,10,0.996826602935959,0.9999952811458002,0.9709473684210526,0.9842779676463888,0.9774089243119238,40105.31097435951
kaggle_credit_card_fraud,xgb,mrmr_2,2,0.5609905223234931,0.986095404025822,0.39136842105263153,0.7381150234808771,0.5108637388327628,1336.665467262268
kaggle_credit_card_fraud,xgb,max_0.25,5,0.9599109627584561,0.9999469363928968,0.9047719298245613,0.9165684351891776,0.909170946514305,40105.31097435951
kaggle_credit_card_fraud,xgb,mrmr_10,10,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mrmr_15,15,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mrmr_12,12,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mrmr_21,21,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mutual_info_12,12,0.9837034944627151,0.9999810413965828,1.0,0.9459388507992379,0.9719947484419323,55.42451858520508
kaggle_credit_card_fraud,xgb,mrmr_25,25,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mutual_info_15,15,0.9989997330208119,0.9999985452429566,0.9973333333333333,0.9948717948717949,0.9960603155234027,55.42451858520508
kaggle_credit_card_fraud,xgb,mrmr_30,30,1.0,1.0,1.0,1.0,1.0,1336.665467262268
kaggle_credit_card_fraud,xgb,mrmr_7,7,0.9999307359307359,0.9999998830938488,0.9681403508771929,1.0,0.9836704666739587,1336.665467262268
kaggle_credit_card_fraud,xgb,mutual_info_2,2,0.5737871537798289,0.9938891201560713,0.6851578947368421,0.6830050711508873,0.6833240670944676,55.42451858520508
kaggle_credit_card_fraud,xgb,mrmr_5,5,0.9834419765849397,0.9999585957046315,0.8492631578947369,0.9970588235294118,0.9167283664684618,1336.665467262268
kaggle_credit_card_fraud,xgb,mutual_info_10,10,0.9792392788876894,0.9999774730537385,0.994701754385965,0.9412887204594671,0.9669061878276434,55.42451858520508
kaggle_credit_card_fraud,xgb,mrmr_4,4,0.9246513494752108,0.9997310985557017,0.7487017543859649,0.9728998778998779,0.8452935867890032,1336.665467262268
kaggle_credit_card_fraud,xgb,mutual_info_30,30,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,xgb,relieff_10,10,1.0,1.0,0.9841754385964914,1.0,0.9919998814762137,2117.3949224948883
kaggle_credit_card_fraud,xgb,mutual_info_21,21,1.0,1.0,1.0,0.9974025974025974,0.9986928104575163,55.42451858520508
kaggle_credit_card_fraud,xgb,relieff_2,2,0.09508793748918079,0.928768729686779,0.0,0.0,0.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,mutual_info_4,4,0.8899914147387067,0.9998667792542365,0.8545263157894738,0.8817716437475474,0.8665816679631522,55.42451858520508
kaggle_credit_card_fraud,xgb,relieff_12,12,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,mutual_info_5,5,0.9169486848898754,0.9999117030035402,0.8889473684210525,0.8925179036452505,0.8899005622405196,55.42451858520508
kaggle_credit_card_fraud,xgb,mutual_info_7,7,0.9503285783141948,0.9999438856255779,0.9550877192982457,0.9014504637039191,0.9269871867480557,55.42451858520508
kaggle_credit_card_fraud,xgb,relieff_15,15,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,mutual_info_25,25,1.0,1.0,1.0,1.0,1.0,55.42451858520508
kaggle_credit_card_fraud,xgb,sum_0.5,4,0.9230212532712964,0.9998865635434828,0.8808771929824563,0.8927083689243567,0.8850911020374108,40105.31097435951
kaggle_credit_card_fraud,xgb,relieff_30,30,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,sum_0.8,15,1.0,1.0,1.0,1.0,1.0,40105.31097435951
kaggle_credit_card_fraud,xgb,relieff_5,5,0.8349170231352698,0.9985420818041998,0.426,0.98098223615465,0.5933988533988535,2117.3949224948883
kaggle_credit_card_fraud,xgb,relieff_21,21,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,sum_0.7,10,0.996826602935959,0.9999952811458002,0.9709473684210526,0.9842779676463888,0.9774089243119238,40105.31097435951
kaggle_credit_card_fraud,xgb,relieff_7,7,0.9687847016251121,0.9999028539826333,0.6429473684210526,0.9961538461538462,0.7808333412692492,2117.3949224948883
kaggle_credit_card_fraud,xgb,relieff_4,4,0.6766720770808325,0.9955002189743805,0.2566666666666667,0.9531642512077294,0.40319791345462014,2117.3949224948883
kaggle_credit_card_fraud,xgb,sum_0.6,7,0.9717864727203732,0.9999672889815121,0.9523508771929825,0.9325804449295416,0.9414597747102194,40105.31097435951
kaggle_credit_card_fraud,xgb,relieff_25,25,1.0,1.0,1.0,1.0,1.0,2117.3949224948883
kaggle_credit_card_fraud,xgb,sum_0.95,25,1.0,1.0,1.0,1.0,1.0,40105.31097435951
kaggle_credit_card_fraud,xgb,sum_0.9,21,1.0,1.0,1.0,1.0,1.0,40105.31097435951
kaggle_credit_card_fraud,svc,max_0.5,6,0.7349957242728802,0.9476817533393778,0.4918947368421053,0.8545361990950227,0.6226983951976794,3736.950149774552
kaggle_credit_card_fraud,svc,max_0.1,14,0.7614455151662922,0.9647361584245772,0.5793333333333333,0.8807941349330198,0.6972452326172144,3736.950149774552
kaggle_credit_card_fraud,svc,full,30,0.7694342805208962,0.9716526074003994,0.5845614035087718,0.8819305417871686,0.7007521080865152,0.0
kaggle_credit_card_fraud,svc,max_0.15,12,0.7615907878191625,0.9602881906518442,0.5820000000000001,0.8813043390146525,0.6993695441829108,3736.950149774552
kaggle_credit_card_fraud,svc,max_0.25,10,0.7602559499629461,0.9510608896065749,0.5925964912280701,0.8833000683526999,0.7075009495533374,3736.950149774552
kaggle_credit_card_fraud,svc,max_0.05,21,0.7666325178425436,0.9719303277391095,0.5871929824561404,0.8822993249688166,0.7028218480054298,3736.950149774552
kaggle_credit_card_fraud,svc,max_0.01,30,0.7694342805208962,0.9716526074003994,0.5845614035087718,0.8819305417871686,0.7007521080865152,3736.950149774552
kaggle_credit_card_fraud,svc,mrmr_5,5,0.6153025763159754,0.8131797707464223,0.3519649122807017,0.8412974829430204,0.4959480142499011,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_6,6,0.6276873341175111,0.8133826939775426,0.3334385964912281,0.8396508867476609,0.4769431146638385,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_13,13,0.6678635641025741,0.8821313419042316,0.3599298245614035,0.824183207765865,0.5005040190086919,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_21,21,0.7378322396758887,0.9748698894940627,0.5581052631578948,0.8617229992229992,0.6761931818181818,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_10,10,0.6301305384423163,0.8110061435430014,0.35985964912280705,0.8227766140669367,0.5001941982199902,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_30,30,0.7694342805208962,0.9716526074003994,0.5845614035087718,0.8819305417871686,0.7007521080865152,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_12,12,0.6305673938471614,0.8111515328928744,0.35459649122807013,0.8202784178187403,0.494699811303585,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_18,18,0.7282139417097789,0.9596325045170584,0.5236842105263158,0.8499565821160505,0.6467961755758367,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_4,4,0.6146329476092512,0.8132831543874917,0.3519649122807017,0.8412974829430204,0.4959480142499011,1336.665467262268
kaggle_credit_card_fraud,svc,mrmr_14,14,0.666764359466737,0.882368868157317,0.3625964912280702,0.8251301774628347,0.5032731432731433,1336.665467262268
kaggle_credit_card_fraud,svc,mutual_info_5,5,0.7371722647262334,0.9549291627850487,0.5527719298245615,0.8573792185420093,0.6706168855695178,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_10,10,0.7527755726174017,0.9705097249078378,0.5713333333333332,0.8685388901981952,0.687589631798524,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_12,12,0.7529926891920505,0.9700921366527744,0.5766315789473684,0.8697163793756844,0.691702237636419,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_21,21,0.7627910024129019,0.9751835770740218,0.5871578947368421,0.8823466998338281,0.7029248289325428,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_14,14,0.7522108824494398,0.9714398429303056,0.5818947368421052,0.870668393076189,0.6958340113199695,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_13,13,0.7542136347123128,0.9696627422278766,0.5766315789473684,0.8656994660564454,0.690637811866111,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_18,18,0.7578228784612082,0.9662366909506446,0.5739649122807017,0.8798172600343174,0.692718396554097,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_4,4,0.7374741055809503,0.9553123439144192,0.5501403508771929,0.8567147667147668,0.668281035975443,55.42451858520508
kaggle_credit_card_fraud,svc,mrmr_9,9,0.6307194555180811,0.8145438922986156,0.34403508771929825,0.8388780041797282,0.4876694290558648,1336.665467262268
kaggle_credit_card_fraud,svc,mutual_info_30,30,0.7694342805208962,0.9716526074003994,0.5845614035087718,0.8819305417871686,0.7007521080865152,55.42451858520508
kaggle_credit_card_fraud,svc,mutual_info_9,9,0.7527886965423128,0.9703850991041862,0.5687017543859649,0.8681002937069671,0.6856985404337482,55.42451858520508
kaggle_credit_card_fraud,svc,relieff_13,13,0.6222480901625117,0.8101870706874319,0.3651929824561404,0.8251226551226551,0.5058545755784808,2117.3949224948883
kaggle_credit_card_fraud,svc,relieff_12,12,0.37240553453061875,0.762260364815138,0.005333333333333334,0.4,0.010526315789473684,2117.3949224948883
kaggle_credit_card_fraud,svc,relieff_4,4,0.019516694977480088,0.7014015828135152,0.0,0.0,0.0,2117.3949224948883
